Date,ALL,Hokkaido,Aomori,Iwate,Miyagi,Akita,Yamagata,Fukushima,Ibaraki,Tochigi,Gunma,Saitama,Chiba,Tokyo,Kanagawa,Niigata,Toyama,Ishikawa,Fukui,Yamanashi,Nagano,Gifu,Shizuoka,Aichi,Mie,Shiga,Kyoto,Osaka,Hyogo,Nara,Wakayama,Tottori,Shimane,Okayama,Hiroshima,Yamaguchi,Tokushima,Kagawa,Ehime,Kochi,Fukuoka,Saga,Nagasaki,Kumamoto,Oita,Miyazaki,Kagoshima,Okinawa
2022/1/28,85361,2775,316,137,547,234,230,333,983,697,1010,4189,3741,17610,6465,549,233,360,213,372,586,906,1558,5977,670,978,2262,12850,4382,894,595,194,68,844,1358,380,160 ,328,325,174,4076,467,717,1116,393,409,628,1072
2022/1/29,89988,3002,367,155,553,261,170,417,904,706,1102,3822,3365,17424,8690,486,219,387,160,356,591,826,1678,7007,632,751,2532,13444,4713,1026,448,143,55,876,1465,398,163 ,377,357,186,5549,402,489,1033,448,397,480,976
2022/1/30,80669,2782,306,105,525,204,257,380,1086,519,890,5310,4256,15893,6139,451,201,354,208,256,498,715,1196,5300,524,860,2183,11682,4535,856,471,175,62,924,1144,383,127 ,346,258,169,4471,260,407,899,411,345,562,784
2022/1/31,57061,2266,203,142,372,90,156,273,939,479,563,3603,3341,11743,6997,264,91,433,201,197,431,508,581,2779,467,464,1333,6942,3002,471,318,97,88,719,794,255,130 ,159,169,95,1845,425,584,594,377,242,390,449
2022/2/1,87209,2660,368,119,493,263,283,467,726,804,1161,4563,3488,14432,7406,351,228,255,180,338,539,1062,1989,7835,607,783,2889,12797,4932,1409,480,139,99,1055,1240,323,154 ,345,344,263,4770,532,703,1090,459,330,744,712
2022/2/2,98401,3587,394,121,720,194,276,663,1139,1013,936,4833,3941,21562,7576,700,270,485,196,364,666,892,1813,7937,717,856,2803,12952,5897,1011,597,139,89,1046,1358,304,168 ,375,281,241,4707,568,565,1081,455,466,665,782
2022/2/3,99809,3788,391,175,683,203,350,556,1374,915,1171,5626,4659,20663,7073,571,303,663,203,299,582,936,1596,6952,1013,853,2514,14283,6490,1136,556,90,73,1306,1291,388,194 ,377,339,259,4851,558,566,883,391,392,622,652
2022/2/4,96089,3543,460,202,696,160,325,531,1445,884,1009,4589,5513,19788,8992,496,262,548,209,280,642,960,1567,6567,736,1129,2379,13003,5595,1018,455,119,53,1041,1087,344,192 ,390,263,201,4098,538,602,916,500,368,685,709
2022/2/5,102775,4046,408,144,743,221,259,510,1555,849,1134,7353,4713,21110,9096,550,287,496,235,256,654,948,1797,6835,771,971,2814,14196,5845,1283,552,103,56,1458,1235,320,184 ,352,313,248,3978,518,422,919,446,314,609,669
2022/2/6,87440,3464,428,122,617,174,195,397,1668,732,772,6214,5111,17519,8410,370,226,497,236,236,557,732,1169,5281,776,791,2077,12595,5382,822,452,86,64,1039,902,286,174 ,319,179,219,3125,335,297,652,388,323,523,507
2022/2/7,63182,2687,260,98,423,97,221,308,1487,466,420,5722,4692,12194,6558,333,188,380,223,185,372,570,534,2559,446,1019,1229,8881,3458,470,400,62,81,613,672,150,146 ,118,159,136,1534,417,465,493,322,170,450,314
2022/2/8,93971,2878,391,152,675,242,201,480,1261,874,1051,6025,5089,17100,8809,404,344,219,228,284,475,1020,2188,6922,715,1389,2698,11407,6318,1573,559,77,99,886,1078,373,157 ,371,244,249,4312,566,485,1029,523,242,628,681
2022/2/9,97392,3606,497,174,932,220,250,543,1531,852,900,4936,4739,18275,7251,620,439,503,224,302,690,947,1886,7466,880,916,2642,15252,6130,1047,496,82,96,1131,1182,306,186 ,464,260,264,4128,547,572,882,391,343,721,691
2022/2/10,98205,4097,469,189,713,216,231,407,1484,868,838,5944,6599,18888,8680,544,414,535,200,299,657,945,1543,5893,784,913,2719,12822,6562,986,547,69,89,1090,915,326,330 ,342,230,300,4561,470,497,939,455,319,590,697
2022/2/11,97354,3683,491,187,758,221,262,406,1703,661,881,6177,5435,18648,8125,604,412,455,219,268,577,964,1571,6468,776,1012,2620,15291,5504,1014,519,62,62,941,1116,300,173 ,387,233,311,4424,375,248,888,432,278,571,641
2022/2/12,62680,3280,362,184,592,130,115,264,1681,570,358,4935,4078,11755,8039,373,246,396,229,133,421,705,747,2803,603,858,1242,6743,3257,508,421,67,98,648,590,217,124 ,188,116,204,1685,426,386,594,335,196,444,334
2022/2/13,77672,2692,280,145,669,149,117,336,1180,630,813,4465,4171,13061,7938,347,247,224,233,281,446,909,1452,5711,517,842,1944,12571,4626,1262,426,69,71,666,766,233,158 ,305,248,271,3431,303,291,566,365,235,461,549
2022/2/14,55029,2252,173,107,393,97,153,224,1121,572,323,4116,3280,10330,5725,407,225,299,219,191,288,634,642,2588,596,593,1050,7990,3263,465,317,71,65,646,715,197,129 ,173,127,152,1612,413,443,574,283,162,348,286
2022/2/15,87028,2282,357,165,803,221,179,410,818,1105,1094,4733,4728,15515,7201,476,545,272,265,396,517,1240,2001,7119,545,881,2205,12591,4968,1669,436,91,63,653,926,342,180 ,468,281,266,4168,492,432,943,368,207,695,716
2022/2/16,90700,2815,555,247,819,218,243,409,1138,1082,898,5980,4580,17325,7041,616,509,414,222,401,614,992,1751,7053,881,866,2508,12458,5203,1174,402,110,66,938,966,319,251 ,455,261,246,4174,492,362,801,370,247,569,659
2022/2/17,93084,3628,455,277,906,201,257,319,1513,912,855,5568,5742,17856,8024,550,521,517,325,395,510,1148,1396,6137,851,1262,2145,13907,4822,1259,498,138,51,888,901,312,248 ,396,279,271,3388,452,382,676,378,268,598,702
2022/2/18,84614,2656,578,242,781,216,188,322,1500,774,711,6167,4934,16122,8976,525,408,469,247,286,520,884,1337,4975,720,1044,1717,11500,5049,1026,435,105,75,725,724,261,242 ,428,209,222,3142,396,370,706,312,226,483,679
2022/2/19,80349,2797,499,249,835,228,231,302,1527,852,738,5326,4467,13509,7700,484,463,408,258,291,463,842,1455,5263,594,898,1953,12447,4805,1175,312,100,73,627,817,268,236 ,473,216,214,2889,418,258,733,309,214,466,667
2022/2/20,69206,2333,245,270,695,164,196,288,1525,651,555,6069,4159,12933,6812,415,244,397,292,222,420,616,1012,4152,675,908,1497,8398,4346,836,311,138,62,641,644,273,239 ,391,213,169,2572,204,203,469,230,207,388,527
2022/2/21,47196,1924,356,213,402,118,129,151,1204,371,284,4599,2806,8801,6305,300,173,352,276,157,234,547,544,1721,383,725,729,4696,2493,450,267,116,112,407,545,218,228 ,191,151,90,1310,306,380,425,243,157,293,314
2022/2/22,72833,2040,375,228,682,271,198,262,853,808,941,3878,4092,11439,6260,437,513,200,263,329,413,1094,1904,5679,559,985,1833,10934,4006,1475,326,178,84,530,731,247,225 ,467,224,168,3392,405,473,719,312,227,500,674
2022/2/23,80238,2393,536,305,847,225,246,356,1219,846,775,4464,3684,14559,5996,561,524,467,351,307,447,713,1871,6137,755,1040,2074,11467,4744,1289,404,211,66,710,925,318,402 ,519,276,225,3843,380,220,697,329,251,529,735
2022/2/24,55457,2621,324,305,469,122,158,232,1273,424,472,5709,4053,10163,6485,456,212,535,281,182,333,588,573,1999,532,806,949,5652,2764,429,226,128,86,542,583,232,195 ,164,150,134,1567,283,423,504,313,162,294,370
2022/2/25,67010,1929,336,388,611,267,154,265,1188,778,739,3304,3931,11123,6723,362,484,281,293,244,397,857,1684,4747,480,1200,1636,8528,3433,1145,314,179,70,617,672,288,195 ,494,266,188,2969,391,368,614,329,265,533,751
2022/2/26,71766,2468,476,404,793,234,208,355,1202,916,741,4546,3256,11558,5741,495,578,466,285,299,338,813,1532,4955,734,947,1549,10400,4099,1162,273,155,87,700,992,241,361 ,489,227,189,3205,384,332,635,360,222,497,867
2022/2/27,60533,2462,421,322,553,173,198,271,1257,665,630,4951,3517,10314,5697,453,255,587,348,181,346,561,1045,3481,663,954,1456,6702,3637,774,294,140,94,562,617,258,338 ,341,209,162,2191,240,216,464,291,232,426,584
2022/2/28,46962,1603,357,277,469,119,127,146,1476,425,276,4212,3203,9629,6403,276,242,356,275,114,245,501,438,1599,368,686,627,4625,2046,315,199,97,130,392,497,193,223 ,147,183,109,1108,297,452,393,264,140,274,429
2022/3/1,68120,1480,456,289,638,299,215,281,1009,738,750,4229,3385,11802,6102,313,568,320,343,250,329,821,1592,5202,524,736,1640,8962,3601,1314,290,115,97,576,720,281,297 ,554,361,220,2880,371,416,633,351,226,518,1026
2022/3/2,71906,2232,487,319,782,237,212,388,1334,757,780,4617,3822,12690,6205,431,598,516,347,279,445,649,1568,4817,665,881,1734,9215,3785,998,273,105,100,824,799,305,280 ,420,302,205,3040,373,345,701,392,220,469,963
2022/3/3,67323,2305,545,339,659,236,224,293,1519,598,641,4471,4000,12246,7190,397,500,555,335,261,365,634,1222,3751,652,919,1272,7745,3479,907,231,145,101,625,640,270,324 ,432,281,243,2326,374,392,629,346,308,401,995
2022/3/4,61538,1847,464,252,672,245,176,339,1624,566,639,4342,3668,10515,6471,374,402,437,331,191,358,602,1159,3606,593,873,1143,6692,3416,754,232,127,98,503,645,310,280 ,424,300,197,2427,372,314,637,341,255,477,848
2022/3/5,62834,1627,543,276,664,222,207,319,1593,592,659,4740,3581,10804,6198,368,407,406,338,212,373,612,1201,3846,506,821,1474,7133,3489,942,275,88,106,597,695,299,235 ,400,294,184,2452,381,260,614,306,224,374,897
2022/3/6,52572,1803,422,225,618,157,160,356,1484,433,510,4174,3178,9282,5393,261,293,401,339,180,335,353,923,2992,556,720,910,5432,3130,658,221,77,81,485,680,285,225 ,306,244,169,1984,183,168,509,264,168,309,536
2022/3/7,34608,1106,277,168,406,113,155,209,1139,312,302,3536,2405,5370,5622,232,191,290,559,126,222,366,377,1224,343,492,509,2036,1359,307,172,56,124,366,408,184,164 ,175,146,116,997,289,399,419,230,117,215,278
2022/3/8,55412,1329,434,228,636,251,253,407,1047,631,675,2451,2932,8919,4655,331,501,165,433,225,314,773,1615,3975,459,743,1208,6507,3124,1102,203,75,93,418,631,398,187 ,444,352,218,2583,407,404,861,301,206,486,822
2022/3/9,63024,1985,542,299,743,230,279,569,1221,617,674,3582,3389,10812,5748,412,425,437,327,296,447,579,1445,4173,631,789,1378,7074,3537,829,204,76,95,682,945,332,177 ,494,295,216,2805,364,357,781,320,243,388,781
2022/3/10,59893,2025,576,275,692,204,260,404,1539,546,687,4319,3856,10077,6041,411,369,487,394,216,429,613,1142,3166,621,796,1160,6320,2953,772,219,97,93,556,789,393,206 ,455,341,206,2289,318,338,717,291,250,336,649
2022/3/11,54578,1644,592,263,609,190,218,351,1666,482,615,4793,3339,8456,5617,434,374,442,382,234,392,597,1099,3040,526,770,967,4955,2863,667,199,60,108,506,648,250,216 ,403,289,223,2191,286,310,682,298,252,337,743
2022/3/12,54400,1701,516,253,771,213,273,388,1748,544,706,3903,2981,9164,4771,436,415,357,392,235,389,535,1270,3110,433,798,1029,5577,2639,769,162,75,99,538,769,303,213 ,481,302,163,2213,315,226,645,264,245,395,676
2022/3/13,49702,1441,430,221,544,181,247,296,1553,521,517,4127,3103,8127,6104,442,208,391,418,190,335,311,952,2467,502,584,928,4896,2488,557,198,83,77,457,642,265,210 ,365,225,178,1880,171,134,435,226,223,280,572
2022/3/14,30554,1042,350,174,269,100,136,204,1258,314,257,3054,2323,4831,4205,369,205,334,408,145,260,364,312,1099,289,546,396,1466,1129,194,158,92,116,289,447,159,133 ,202,155,121,848,283,314,421,184,135,203,261
2022/3/15,53022,1196,482,252,570,294,226,404,908,605,756,2350,2705,7831,6572,401,401,194,346,228,455,614,1608,3846,417,786,1189,5980,2397,867,199,88,106,418,715,304,167 ,472,344,199,2353,372,242,699,239,239,416,570
2022/3/16,57517,1933,522,342,729,227,218,415,1261,655,734,3932,3260,10220,4510,517,354,405,293,244,542,503,1498,3578,562,638,1225,5739,2979,585,175,107,112,594,1005,344,198 ,451,270,201,2531,325,270,632,212,278,365,827
2022/3/17,52038,1824,640,314,541,207,251,345,1527,577,731,4073,3181,8456,5264,528,289,450,298,228,486,506,999,2764,516,839,910,5009,2376,473,176,74,93,439,927,289,186 ,355,242,169,1929,291,188,494,253,261,353,717
2022/3/18,47879,1714,655,230,510,194,182,355,1800,501,599,4328,3048,7825,5088,448,264,328,274,191,537,431,928,2446,418,710,778,3865,2201,377,176,79,68,395,730,215,177 ,351,248,146,1780,227,245,458,181,236,324,618
2022/3/19,44258,1586,552,274,600,225,184,318,1621,549,584,3400,2621,7441,4270,346,384,321,194,196,476,449,783,2476,357,621,740,3639,1917,376,162,55,60,350,758,230,152 ,358,247,148,1828,178,201,425,205,246,353,802
2022/3/20,38463,1519,415,205,489,173,129,350,1282,433,458,3323,2588,6497,4371,492,170,253,166,156,446,242,647,1966,348,445,588,2908,1680,321,126,75,52,373,590,202,129 ,288,215,113,1401,94,128,250,208,161,321,677
2022/3/21,26560,1009,394,131,277,135,81,184,1410,248,346,2985,1754,3853,3856,312,107,226,115,122,339,177,300,1066,222,384,260,1638,957,180,117,47,51,206,387,169,103 ,151,117,84,803,86,121,244,169,120,218,299
2022/3/22,19966,885,163,109,251,108,69,171,776,312,294,1626,1146,3532,2351,249,96,97,80,72,302,318,245,832,158,180,210,998,629,127,78,77,78,172,427,153,68 ,214,79,90,604,221,275,239,173,87,219,326
2022/3/23,42960,1224,509,224,529,286,115,398,621,680,717,2114,2058,6426,2830,341,360,103,162,226,553,606,1190,3298,325,588,942,4790,2103,631,156,81,77,374,821,242,114 ,446,318,172,2207,291,294,479,255,281,493,910
2022/3/24,49748,2048,573,242,699,238,170,405,932,681,572,3573,2338,8869,3742,537,203,297,161,203,478,520,1080,3226,557,685,1011,4490,2324,417,198,138,110,517,1045,267,124 ,354,265,165,2401,244,211,433,291,193,539,982
2022/3/25,46595,2138,675,263,441,255,175,432,1359,570,568,4145,2823,7284,3772,524,233,335,165,222,516,531,828,2544,491,635,750,3782,2022,377,148,104,111,456,886,257,148 ,275,320,149,2148,220,256,414,279,254,491,824
2022/3/26,47090,1700,522,247,564,288,195,387,1339,628,589,4129,2648,7440,4848,545,261,234,161,211,500,528,911,2662,493,497,859,3644,1984,478,154,77,103,366,961,240,108 ,313,257,133,2008,316,208,379,283,218,597,877
2022/3/27,42215,1497,459,265,474,231,168,376,1294,480,523,3939,2515,7843,3553,507,142,254,141,202,379,359,629,2140,449,623,703,3493,1746,323,142,70,97,415,700,234,93 ,276,213,123,1795,186,98,312,246,204,468,836
2022/3/28,28139,1200,336,154,302,152,156,226,1239,323,291,3279,1857,4542,3525,350,85,250,156,130,344,262,244,950,402,388,317,1139,962,149,121,58,97,255,499,149,64 ,110,142,80,881,297,275,284,240,184,330,363
2022/3/29,46625,1367,430,211,574,322,184,332,934,746,641,2671,2401,7846,3300,349,244,113,188,317,477,591,1332,3175,382,500,1022,4340,1988,556,232,85,123,343,1129,302,103 ,385,362,173,2300,353,297,500,350,312,759,984
2022/3/30,53891,1979,510,211,742,303,240,468,927,761,734,3804,3013,9518,3793,695,237,300,182,301,581,528,1174,3254,660,532,1107,4517,2153,401,223,94,128,651,1183,318,100 ,405,264,174,2783,458,313,561,398,381,776,1056
2022/3/31,51241,2106,589,253,622,283,252,504,1463,740,669,4394,2954,8220,3887,676,254,388,223,255,603,601,1053,2633,571,498,970,3733,2070,370,191,69,163,545,1173,331,102 ,303,272,154,2196,397,324,567,411,389,689,1131
2022/4/1,48456,2033,549,209,542,267,170,477,1362,632,615,4031,2561,7978,3653,729,191,321,164,301,589,527,1053,2654,597,303,962,3670,1797,337,232,54,150,461,1023,363,100 ,317,261,136,2267,336,269,535,415,394,745,1124
2022/4/2,48910,1985,488,274,652,277,187,525,1283,660,650,3244,2771,7390,4806,596,228,277,193,274,584,600,987,2742,544,474,1007,3666,1851,385,274,105,122,529,1097,286,81 ,327,284,138,2153,313,257,573,416,446,740,1169
2022/4/3,45941,1845,311,245,558,225,141,472,1084,520,477,3701,3300,7896,4244,664,113,306,168,162,491,386,726,2063,629,600,762,3758,1701,286,260,79,97,457,1009,289,81 ,300,235,92,1844,242,145,388,370,399,753,1067
2022/4/4,28617,1577,250,149,282,148,103,309,1424,393,231,2882,2038,4382,3053,420,86,203,171,143,400,351,317,779,363,271,386,1241,995,144,141,52,172,317,560,158,71 ,131,125,78,933,292,371,344,250,300,322,509
2022/4/5,47539,1589,409,253,648,389,191,499,1165,695,592,2584,2194,6967,3314,575,173,122,133,212,537,760,1180,3360,491,539,1035,4346,1963,594,212,78,144,418,1109,301,70 ,338,386,164,2481,410,379,719,445,446,722,1208
2022/4/6,55065,2370,553,340,766,336,196,648,954,783,605,3328,2774,8650,3956,882,204,339,195,250,737,680,1170,3250,752,451,1151,4896,2197,464,324,95,134,692,1325,287,91 ,347,300,144,2860,445,397,617,409,584,726,1411
2022/4/7,54666,2346,623,429,676,346,205,580,1171,718,622,3847,3108,8750,3817,839,180,347,211,254,690,652,1008,2826,716,452,987,4672,2295,462,291,69,113,633,1109,370,123 ,284,311,191,2632,391,392,776,504,562,733,1353
2022/4/8,50896,2216,511,343,605,365,158,569,1305,614,585,3579,2624,8110,3706,860,158,325,225,222,675,635,903,2700,736,354,905,3907,2017,431,272,75,152,602,1138,366,108 ,284,340,167,2496,429,389,679,442,610,677,1327
2022/4/9,52658,2273,552,378,566,285,185,565,1505,761,522,3659,2938,8098,3791,775,181,301,223,263,740,583,993,2860,555,523,1018,4200,1832,477,242,93,113,642,1260,345,107 ,369,312,154,2613,406,389,680,465,609,735,1522
2022/4/10,47765,2145,411,385,573,252,159,522,1454,545,458,3559,2667,8024,4098,896,84,293,220,196,732,486,759,2215,630,482,768,3652,2010,320,328,62,90,622,1004,298,106 ,283,278,127,2034,227,192,442,422,492,610,1153
2022/4/11,31627,1550,281,227,326,145,123,346,1220,415,233,3660,1919,4557,3781,509,44,273,197,140,506,403,325,974,364,189,361,1449,990,142,160,69,150,433,692,161,89 ,146,150,85,944,382,490,421,326,329,378,573
2022/4/12,51691,1905,488,292,608,445,235,541,949,663,605,2539,2271,6920,4117,517,152,175,217,286,697,848,1158,3663,506,375,1118,5050,1823,649,384,97,162,566,1101,322,117 ,450,449,184,2813,612,469,855,496,571,729,1502
2022/4/13,58122,2713,504,431,748,359,253,649,952,778,587,3016,2623,8248,4516,907,167,372,221,232,840,712,1129,3493,796,509,1118,5121,2671,470,364,99,147,975,1449,280,161 ,425,408,184,3231,529,449,733,443,755,706,1649
2022/4/14,54578,2768,427,432,595,357,257,676,1273,632,540,3862,2973,8535,3737,814,164,374,213,203,868,697,895,2738,674,464,1006,4311,2166,381,332,126,156,806,1324,265,130 ,399,340,180,2455,535,524,743,456,683,672,1420
2022/4/15,48846,2604,467,302,506,362,215,597,1318,650,451,3024,2311,6761,3931,772,102,340,215,163,830,642,787,2412,631,415,845,3692,2283,377,327,144,152,739,1024,249,85 ,377,330,144,2458,492,394,719,419,635,628,1525
2022/4/16,47245,2457,418,357,566,295,192,503,1034,552,513,2765,2129,6794,4048,694,126,325,225,156,823,622,803,2493,545,590,963,3643,2036,391,250,110,120,609,1092,207,86 ,377,275,147,2269,534,346,645,320,652,713,1435
2022/4/17,37774,2113,294,340,415,247,185,457,971,419,374,2567,1909,5219,3234,601,90,270,181,134,736,365,530,1772,523,439,653,2706,1597,224,246,97,106,577,828,192,72 ,331,196,129,1716,248,202,475,272,548,662,1312
2022/4/18,23184,1766,153,188,219,182,130,272,845,356,207,1510,1029,3477,2609,446,32,208,125,70,325,332,203,661,335,193,255,951,756,116,197,73,159,337,587,119,49 ,110,125,77,740,373,556,328,193,295,340,575
2022/4/19,42585,2067,423,281,583,362,203,538,549,713,581,1816,1722,5581,2766,370,170,125,150,164,745,716,934,2708,395,391,923,3819,1608,369,247,103,186,472,945,249,70 ,435,400,160,2426,680,575,679,385,481,772,1548
2022/4/20,48016,3058,375,341,734,289,287,633,561,766,519,2727,1859,6771,2733,621,157,336,213,174,723,577,1019,2680,637,344,1034,3934,1929,350,311,124,165,735,1198,265,106 ,396,301,165,2755,567,454,776,360,570,806,1581
2022/4/21,46625,3132,462,373,527,288,198,587,867,721,564,2986,2071,6710,2783,580,117,314,223,142,675,625,883,2411,537,462,921,3565,1718,285,275,145,219,708,1055,209,103 ,362,273,168,2371,514,512,677,383,511,830,1583
2022/4/22,42417,2845,451,401,614,238,240,602,1049,660,468,2378,1974,5393,2834,582,120,332,248,144,603,667,684,2205,492,392,822,2845,1679,234,212,121,195,574,1057,248,79 ,322,287,175,2286,464,545,624,394,433,786,1419
2022/4/23,43682,2785,403,363,714,283,213,576,952,768,490,2485,1885,5386,3360,473,127,362,220,171,542,642,784,2475,489,300,948,3112,1502,277,253,130,207,649,1065,218,85 ,380,283,158,2359,464,454,577,386,482,789,1656
2022/4/24,37380,2633,303,334,518,272,182,486,784,648,450,2297,1749,4935,2566,560,96,368,200,138,535,369,456,2035,447,356,758,2732,1437,213,205,113,104,631,805,176,72 ,305,219,111,1811,268,284,468,368,391,883,1309
2022/4/25,23916,1867,259,251,256,124,131,291,856,312,231,1593,1263,3136,2807,316,41,331,142,98,271,379,217,862,299,196,382,963,704,78,147,96,208,336,518,98,56 ,111,124,62,938,357,623,266,215,244,374,487
2022/4/26,42099,2132,395,291,579,339,200,482,585,744,563,1750,1489,5042,2450,340,121,148,150,185,544,754,872,2887,341,330,1023,3966,1580,362,218,151,169,546,933,231,92 ,425,404,205,2631,583,678,778,564,454,974,1419
2022/4/27,46380,3159,437,339,649,314,237,531,620,710,592,2244,1604,6049,2850,571,148,374,197,160,615,629,829,2695,602,447,1018,3695,1876,269,284,99,157,770,1310,251,80 ,387,348,187,2727,495,664,616,475,573,882,1615
2022/4/28,40812,3159,409,308,444,302,199,447,737,578,505,2354,1777,5392,2213,510,116,434,185,139,460,585,661,2188,462,330,804,3045,1569,298,234,97,126,645,1046,185,88 ,328,291,193,2216,388,500,603,416,454,712,1680
2022/4/29,35972,2927,352,302,460,276,167,383,752,544,450,2157,1328,3892,2221,498,124,372,204,114,409,427,617,1985,425,467,762,2619,1432,219,242,85,75,614,934,151,54 ,248,300,156,2079,238,300,513,404,418,690,1586
2022/4/30,23547,2502,268,195,277,179,102,266,614,236,206,1339,1074,2978,2575,322,52,328,194,59,248,318,189,706,252,236,325,1112,809,80,164,51,108,324,557,113,37 ,134,117,96,969,289,341,388,230,261,461,866
2022/5/1,26970,1854,300,211,289,230,103,270,634,342,302,1202,1023,3157,1929,223,92,143,134,123,276,333,390,1504,226,211,543,2252,1043,212,177,74,72,333,725,172,41 ,282,212,158,1618,180,210,409,344,281,580,1551
2022/5/2,18783,1805,169,125,231,114,112,248,412,225,194,1043,585,2397,1590,207,51,254,145,72,267,238,180,642,226,144,342,926,726,96,99,51,155,362,573,106,52 ,91,99,71,951,252,412,233,168,199,373,770
2022/5/3,32180,1718,294,212,389,310,113,376,407,499,444,1021,1034,3349,1028,294,151,164,146,167,415,483,818,2280,265,245,899,3318,1360,381,176,84,79,423,942,210,52 ,347,272,196,2386,294,360,567,391,357,704,1760
2022/5/4,25231,2090,246,221,326,173,137,282,498,207,324,1267,941,2997,1780,423,75,493,239,105,320,216,309,922,325,263,468,1545,1182,123,138,58,89,603,694,170,62 ,189,103,150,1471,175,229,314,247,372,469,1201
2022/5/5,20360,1854,290,197,210,170,125,324,481,233,290,941,735,2317,1277,251,51,231,234,99,193,251,312,862,138,116,359,1243,617,139,151,54,68,264,591,197,53 ,127,130,156,1127,244,203,255,230,224,420,1326
2022/5/6,21499,1668,152,181,230,181,115,316,340,261,280,1020,492,2678,1181,273,66,231,248,96,271,357,308,915,183,129,417,1464,663,133,181,65,138,444,588,144,56 ,147,135,140,988,293,578,290,258,287,521,1397
2022/5/7,41700,2112,356,270,538,329,201,513,348,637,492,1398,1049,3802,1661,431,226,272,235,167,537,768,1164,2919,390,345,1153,4191,1649,486,273,134,127,688,1372,277,109 ,519,353,291,2868,495,584,736,466,462,928,2379
2022/5/8,41904,3115,362,362,570,269,258,619,429,492,437,1919,1231,4709,1987,604,146,597,266,151,454,422,839,2295,618,459,958,3324,1976,302,234,120,119,982,1434,221,128 ,462,254,209,2645,230,333,534,414,624,733,2058
2022/5/9,26614,2556,363,232,239,189,122,354,794,289,254,1638,982,3011,1662,427,100,521,296,112,246,421,364,969,371,293,453,1486,741,145,239,104,160,526,758,173,110 ,202,160,134,1156,336,504,386,257,285,424,1070
2022/5/10,44237,2400,378,307,640,372,168,547,573,475,488,1473,1152,4447,2202,401,256,235,346,152,458,830,1436,3168,382,452,1099,4240,1822,482,238,128,159,667,1436,360,156 ,473,321,366,2687,357,568,795,506,415,961,2263
2022/5/11,46441,3259,414,314,623,262,261,600,595,550,444,1910,1372,4761,2340,553,256,625,339,158,445,619,1194,2815,556,355,1032,3679,1900,387,328,116,153,1035,1752,331,163 ,459,237,249,2764,369,480,731,435,790,730,2701
2022/5/12,40469,3176,444,276,475,223,205,520,649,408,356,1773,1233,4214,1841,464,222,576,336,133,446,640,1008,2362,459,522,895,3290,1588,295,244,101,150,834,1244,291,139 ,359,241,281,2118,363,394,648,408,536,767,2322
2022/5/13,39000,3033,372,292,494,233,255,500,645,391,356,1566,1109,4103,2012,423,241,527,357,146,413,618,898,2279,432,409,873,3210,1569,293,311,118,143,722,1260,408,126 ,317,212,265,2110,309,347,582,352,492,633,2244
2022/5/14,39396,2771,353,261,512,202,284,544,641,397,401,1439,1058,3798,2077,460,249,499,356,132,421,544,945,2523,372,347,955,3438,1766,371,271,111,100,761,1348,319,136 ,392,212,257,2076,308,381,596,358,550,639,2465
2022/5/15,33841,2488,299,297,426,161,244,442,603,344,355,1633,1024,3348,1905,413,190,562,347,108,439,429,741,1875,445,285,782,2576,1560,211,240,113,99,720,1110,275,133 ,350,187,246,1674,117,179,471,304,475,599,2017
2022/5/16,20467,2021,159,174,203,121,152,245,481,238,173,952,602,2374,1640,295,107,438,355,76,244,315,241,710,232,267,311,944,626,108,120,74,112,371,637,181,82 ,128,110,128,784,224,490,323,224,289,297,1089
2022/5/17,39115,1904,350,240,532,216,222,459,382,408,422,1102,960,3662,1887,276,257,204,359,154,480,839,1360,3079,337,299,1043,3930,1720,358,278,139,106,496,1282,338,142 ,434,273,336,2338,253,481,761,491,482,878,2166
2022/5/18,42392,2677,345,282,627,186,254,579,427,420,411,1525,1046,4353,1928,485,255,596,331,135,553,623,1148,2724,568,428,1094,3496,1767,319,271,127,118,850,1485,390,149 ,400,262,331,2589,288,420,761,401,653,756,2559
2022/5/19,39075,2811,415,262,513,154,227,441,552,352,362,1536,1167,4170,1673,398,232,600,358,110,433,675,947,2318,461,401,910,3156,1654,255,206,135,104,736,1356,361,189 ,378,237,274,2229,250,419,722,419,484,726,2307
2022/5/20,36858,2553,436,270,570,130,172,444,550,390,360,1358,1019,3571,1858,390,250,566,297,101,456,639,879,2228,426,403,788,2991,1529,275,261,91,97,697,1341,309,164 ,320,239,228,1981,252,515,687,344,481,704,2248
2022/5/21,35697,2240,384,223,479,154,187,401,565,420,384,1157,1000,3462,1816,374,231,475,292,112,410,583,959,2361,398,482,936,3030,1390,295,264,106,112,680,1152,287,169 ,311,219,210,1971,276,355,633,360,481,699,2212
2022/5/22,30149,2065,250,213,437,117,144,335,541,285,287,1181,1004,3313,1917,389,142,515,287,107,419,373,672,1691,381,286,688,2252,1371,232,186,68,54,640,1003,270,133 ,291,153,155,1566,114,144,455,307,418,549,1749
2022/5/23,17442,1468,135,113,211,71,106,175,520,170,145,820,602,2023,1378,232,74,387,280,81,186,331,244,616,213,175,342,884,603,71,144,76,84,354,517,184,108 ,85,101,85,743,218,483,248,199,199,298,660
